task_id,department,section_id,section_code,from_station_code,from_station_name,to_station_code,to_station_name,defect_type,defect_severity,days_overdue,reported_at,urgency_score,status,section_criticality_score
300,SIGNAL_TELECOM,1559,PRTP_MTC,PRTP,PARTAPUR,MTC,MEERUT CITY,Point machine malfunction,3,1,2026-08-31 01:36:14.288111,,PENDING,0.4147
301,ENGINEERING,3836,HRS_JLS,HRS,HATHRAS JN.,JLS,JALESAR ROAD,Fastening/clip failure,3,0,2026-08-31 11:15:14.288111,,PENDING,0.2074
302,SIGNAL_TELECOM,7572,KHRK_BMLL,KHRK,KHARAK,BMLL,BAMLA,Level crossing gate fault,4,53,2026-07-10 05:50:14.288111,,PENDING,0.3382
303,ENGINEERING,24395,KGQ_CAN,KGQ,KASARAGOD,CAN,KANNUR,Fastening/clip failure,4,25,2026-08-06 22:00:14.288111,,PENDING,0.5347
304,ENGINEERING,14859,MDG_KDX,MDG,MANDALGHAT,KDX,KADABARI HAT,Weld defect,3,0,2026-08-31 22:01:14.288111,,PENDING,0.2616
305,SIGNAL_TELECOM,14478,BSL_JBP,BSL,BHUSAVAL JN.,JBP,JABALPUR,Signal aspect failure,3,18,2026-08-13 22:46:14.288111,,PENDING,0.1308
306,ENGINEERING,1917,SC_BN,SC,SECUNDERABAD,BN,BIBINAGAR,Formation/subgrade issue,5,31,2026-08-01 07:12:14.288111,,PENDING,0.2616
307,ENGINEERING,14500,MDP_MUW,MDP,MADHUPUR JN.,MUW,MATHURA PUR,Track geometry deviation (twist/alignment),2,2,2026-08-29 08:50:14.288111,,PENDING,0.4526
308,TRACTION_DISTRIBUTION,3910,SOL_BOF,SOL,SOLAN,BOF,BAROG,Insulator flashover/damage,4,6,2026-08-25 07:53:14.288111,,PENDING,0.2616
309,SIGNAL_TELECOM,1520,KDH_TGH,KDH,KHARDAHA,TGH,TITA GARH,Cable/communication fault,4,0,2026-09-01 04:34:14.288111,,PENDING,0.8819
310,TRACTION_DISTRIBUTION,1809,RSM_MUP,RSM,RASMARA,MUP,MURHIPAR,Insulator flashover/damage,4,15,2026-08-16 10:13:14.288111,,PENDING,0.4147
311,TRACTION_DISTRIBUTION,20211,GBQ_ATS,GBQ,GODBHAGA,ATS,ATTABIRA,Pantograph interaction issue,3,6,2026-08-26 06:30:14.288111,,PENDING,0.2074
312,SIGNAL_TELECOM,18635,RNG_KPK,RNG,RANI GANJ,KPK,KALI PAHARI,Interlocking fault,2,6,2026-08-25 18:32:14.288111,,PENDING,0.5111
313,TRACTION_DISTRIBUTION,5718,HKL_NMH,HKL,HARKIA KHAL,NMH,NIMACH,Traction substation fault,4,3,2026-08-29 06:33:14.288111,,PENDING,0.2616
314,ENGINEERING,13122,CCH_PMP,CCH,CHINCHVAD,PMP,PIMPRI,Weld defect,3,5,2026-08-26 20:14:14.288111,,PENDING,0.6221
315,TRACTION_DISTRIBUTION,1023,BMGA_PCR,BMGA,BHIMGARA JN.,PCR,PANCHRA,OHE wire wear/breakage,5,11,2026-08-20 16:26:14.288111,,PENDING,0.3673
316,SIGNAL_TELECOM,6627,TSS_MFM,TSS,TALLI SAIDA,MFM,MAHALAM,Level crossing gate fault,4,24,2026-08-08 00:15:14.288111,,PENDING,0.3382
317,SIGNAL_TELECOM,12081,CGN_PTSC,CGN,CHIRGAON,PTSC,PARICHA THER,Track circuit failure,3,6,2026-08-26 04:32:14.288111,,PENDING,0.2074
318,TRACTION_DISTRIBUTION,14961,TL_NRI,TL,TILONIYA,NRI,NARAINA,OHE wire wear/breakage,5,56,2026-07-06 13:40:14.288111,,PENDING,0.1308
319,SIGNAL_TELECOM,863,GPX_PJH,GPX,GAUTAMPURA R,PJH,PIRJHALAR,Level crossing gate fault,2,5,2026-08-26 23:53:14.288111,,PENDING,0.3038
320,TRACTION_DISTRIBUTION,3089,PLPM_OTP,PLPM,PALAPPURAM H,OTP,OTTAPPALAM,Pantograph interaction issue,3,11,2026-08-21 00:03:14.288111,,PENDING,0.3673
321,TRACTION_DISTRIBUTION,17432,KBM_DGB,KBM,KOTABOMMALI,DGB,DANDU GOPALA,Insulator flashover/damage,2,6,2026-08-25 22:09:14.288111,,PENDING,0.2616
322,TRACTION_DISTRIBUTION,773,PATL_BTA,PATL,PATEL HALT,BTA,BIHTA,Pantograph interaction issue,3,18,2026-08-14 06:52:14.288111,,PENDING,0.3382
323,ENGINEERING,14680,RMGM_BID,RMGM,RAMANAGARAM,BID,BIDADI,Fastening/clip failure,5,18,2026-08-13 08:44:14.288111,,PENDING,0.4147
324,SIGNAL_TELECOM,9961,HC_PRES,HC,HINDU COLLEG,PRES,PATTABIRAM E,Cable/communication fault,1,10,2026-08-22 01:04:14.288111,,PENDING,0.8123
325,ENGINEERING,1808,HPLE_GIF,HPLE,HATPURAINI H,GIF,GANI DHAM HA,Rail fracture,2,14,2026-08-18 06:49:14.288111,,PENDING,0.3382
326,TRACTION_DISTRIBUTION,2441,CPD_KFF,CPD,CHINCHPADA,KFF,KOLDE,Mast/structure damage,4,8,2026-08-24 04:59:14.288111,,PENDING,0.2074
327,SIGNAL_TELECOM,16749,YPR_TK,YPR,YESVANTPUR J,TK,TUMKUR,Point machine malfunction,3,18,2026-08-13 10:34:14.288111,,PENDING,0.6355
328,SIGNAL_TELECOM,21722,RV_BSL,RV,RAVER,BSL,BHUSAVAL JN.,Track circuit failure,3,25,2026-08-07 04:10:14.288111,,PENDING,0.3382
329,SIGNAL_TELECOM,15211,BHC_JJKR,BHC,BHADRAKH,JJKR,JAJPUR KEONJ,Track circuit failure,4,20,2026-08-11 19:25:14.288111,,PENDING,0.6962
330,TRACTION_DISTRIBUTION,22379,KRMI_VEN,KRMI,KARMALI,VEN,VERNA,OHE wire wear/breakage,4,19,2026-08-12 14:18:14.288111,,PENDING,0.3038
331,ENGINEERING,27593,KIP_IHP,KIP,KHALILPUR,IHP,INCHHAPURI,Track geometry deviation (twist/alignment),5,3,2026-08-28 09:33:14.288111,,PENDING,0.4346
332,ENGINEERING,17387,GMO_MRQ,GMO,NSC BOSE J G,MRQ,MATARI,Track geometry deviation (twist/alignment),1,27,2026-08-04 20:07:14.288111,,PENDING,0.3925
333,ENGINEERING,12029,DUI_SAG,DUI,DHURI JN.,SAG,SANGRUR,Weld defect,3,16,2026-08-15 13:43:14.288111,,PENDING,0.469
334,TRACTION_DISTRIBUTION,26619,DRG_BLG,DRG,DARSHANNAGAR,BLG,BILHAR GHAT,Traction substation fault,2,5,2026-08-26 12:52:14.288111,,PENDING,0.2074
335,SIGNAL_TELECOM,22792,KSHT_CMDG,KSHT,KHETIA,CMDG,CHAMARDIGHI,Point machine malfunction,4,7,2026-08-25 03:44:14.288111,,PENDING,0.3925
336,SIGNAL_TELECOM,2694,FM_UR,FM,FALAKNUMA,UR,UMDANAGAR,Cable/communication fault,2,22,2026-08-10 06:57:14.288111,,PENDING,0.1308
337,SIGNAL_TELECOM,10597,PT_GHH,PT,PATLI,GHH,GARHI HARSAR,Point machine malfunction,4,5,2026-08-27 04:56:14.288111,,PENDING,0.4346
338,TRACTION_DISTRIBUTION,487,HX_KKM,HX,CUDDAPAH,KKM,KAMALAPURAM,Pantograph interaction issue,3,24,2026-08-07 19:57:14.288111,,PENDING,0.3925
339,SIGNAL_TELECOM,22772,SGP_BGTA,SGP,SOHAGPUR,BGTA,BAGRATAWA,Signal aspect failure,4,10,2026-08-21 11:32:14.288111,,PENDING,0.2074
340,TRACTION_DISTRIBUTION,11620,OND_RRP,OND,AUNLAJORI JN,RRP,RAIRANGPUR,Mast/structure damage,4,10,2026-08-21 20:12:14.288111,,PENDING,0.1308
341,ENGINEERING,25037,GTU_PRLI,GTU,GHATNANDUR,PRLI,PARLI VAIJNA,Rail wear (flange/gauge),4,0,2026-08-31 19:55:14.288111,,PENDING,0.3038
342,ENGINEERING,5360,PVN_VRI,PVN,PUVANUR,VRI,VRIDHA CHALA,Rail fracture,2,33,2026-07-29 09:09:14.288111,,PENDING,0.1308
343,SIGNAL_TELECOM,23072,SKRI_RPR,SKRI,SIKARIA HALT,RPR,RAGHUNATHPUR,Track circuit failure,3,38,2026-07-24 10:45:14.288111,,PENDING,0.2616
344,SIGNAL_TELECOM,1504,BHTS_SSD,BHTS,BHATASA (HAL,SSD,SHAMSABAD,Point machine malfunction,1,2,2026-08-29 07:34:14.288111,,PENDING,0.2616
345,TRACTION_DISTRIBUTION,3725,GCT_BUI,GCT,GHAZIPUR CIT,BUI,BALLIA,Pantograph interaction issue,3,26,2026-08-05 08:38:14.288111,,PENDING,0.4346
346,ENGINEERING,23578,BLN_SDAH,BLN,BALLYGUNGE J,SDAH,SEALDAH,Fastening/clip failure,4,11,2026-08-20 19:06:14.288111,,PENDING,0.9327
347,ENGINEERING,1411,JET_SC,JET,JAMES STREET,SC,SECUNDERABAD,Track geometry deviation (twist/alignment),3,16,2026-08-15 17:44:14.288111,,PENDING,0.671
348,ENGINEERING,27119,PKQ_AAM,PKQ,PATTIKKAD HA,AAM,ANGADIPURAM,Weld defect,3,31,2026-07-31 20:54:14.288111,,PENDING,0.3925
349,ENGINEERING,22021,VYA_KRAI,VYA,VYARA,KRAI,KAHER,Rail wear (flange/gauge),4,2,2026-08-30 01:43:14.288111,,PENDING,0.2074
350,SIGNAL_TELECOM,21983,VTE_NDY,VTE,VENKATAGIRIK,NDY,NANDI,Track circuit failure,4,54,2026-07-08 21:57:14.288111,,PENDING,0.2074
351,TRACTION_DISTRIBUTION,10973,BEML_BWT,BEML,BEML NAGAR,BWT,BANGARPET JN,OHE wire wear/breakage,3,1,2026-08-30 14:44:14.288111,,PENDING,0.469
352,TRACTION_DISTRIBUTION,9029,HME_PTTN,HME,HAMRE,PTTN,PATTAN,Traction substation fault,4,6,2026-08-25 14:51:14.288111,,PENDING,0.4147
353,SIGNAL_TELECOM,26923,KAWL_NUPR,KAWL,KANDWAL,NUPR,NURPUR ROAD,Cable/communication fault,4,20,2026-08-11 12:21:14.288111,,PENDING,0.3382
354,TRACTION_DISTRIBUTION,3405,SEV_MMH,SEV,SITHALAVAI H,MMH,MAHADANAPURA,Feeder/circuit breaker fault,2,25,2026-08-06 12:22:14.288111,,PENDING,0.3382
355,ENGINEERING,6242,MSMD_R,MSMD,MAHASAMUND,R,RAIPUR JN.,Fastening/clip failure,3,4,2026-08-27 15:42:14.288111,,PENDING,0.4981
356,SIGNAL_TELECOM,10187,ARK_GPJ,ARK,ARAKU,GPJ,GORAPUR,Cable/communication fault,2,7,2026-08-25 05:33:14.288111,,PENDING,0.1308
357,TRACTION_DISTRIBUTION,16888,SEG_MKU,SEG,SHEGAON,MKU,MALKAPUR,Insulator flashover/damage,5,1,2026-08-30 13:36:14.288111,,PENDING,0.4147
358,SIGNAL_TELECOM,2301,MLND_NHU,MLND,MULUND,NHU,NAHUR,Signal aspect failure,2,20,2026-08-11 18:05:14.288111,,PENDING,0.9737
359,SIGNAL_TELECOM,14642,PB_BAP,PB,PUNTAMBA,BAP,BELAPUR,Track circuit failure,4,3,2026-08-28 20:41:14.288111,,PENDING,0.2616
360,SIGNAL_TELECOM,20951,VLR_VT,VLR,VELLORE CANT,VT,VELLORE TOWN,Point machine malfunction,4,19,2026-08-12 15:10:14.288111,,PENDING,0.3382
361,SIGNAL_TELECOM,21054,DSPT_LCR,DSPT,DANISHPET,LCR,LOKUR,Track circuit failure,3,6,2026-08-25 17:07:14.288111,,PENDING,0.3038
362,SIGNAL_TELECOM,10519,BPL_NGP,BPL,BHOPAL,NGP,NAGPUR JN.(CR),Point machine malfunction,2,38,2026-07-24 22:50:14.288111,,PENDING,0.4841
363,TRACTION_DISTRIBUTION,19354,CAT_DMZ,CAT,CHATTAR HAT,DMZ,DUMDANGI,Feeder/circuit breaker fault,5,30,2026-08-01 13:08:14.288111,,PENDING,0.1308
364,TRACTION_DISTRIBUTION,11217,PW_KKNA,PW,PIRWA,KKNA,KHUNKHUNA,OHE wire wear/breakage,3,8,2026-08-23 18:38:14.288111,,PENDING,0.2616
365,SIGNAL_TELECOM,13873,CHRU_KEMR,CHRU,CHAMRUA,KEMR,KEMRI (HALT),Signal aspect failure,4,5,2026-08-26 18:13:14.288111,,PENDING,0.1308
366,SIGNAL_TELECOM,11587,BAMA_BR,BAMA,BIRAMBAD,BR,BANDH BARETH,Interlocking fault,2,9,2026-08-23 05:20:14.288111,,PENDING,0.3038
367,SIGNAL_TELECOM,18772,LKDU_CTPR,LKDU,LANKALAKODER,CTPR,CHINTA PARRU,Interlocking fault,4,6,2026-08-25 21:25:14.288111,,PENDING,0.2074
368,ENGINEERING,4134,KP_BRD,KP,KAMPTEE,BRD,BHANDARA RD,Formation/subgrade issue,5,4,2026-08-27 08:59:14.288111,,PENDING,0.3925
369,SIGNAL_TELECOM,16237,PSE_MTGE,PSE,PUSAULI,MTGE,MUTHANI,Level crossing gate fault,3,48,2026-07-14 10:23:14.288111,,PENDING,0.3038
370,SIGNAL_TELECOM,830,HD_PAL,HD,HARDA,PAL,PALASNER,Cable/communication fault,5,4,2026-08-27 10:02:14.288111,,PENDING,0.2074
371,ENGINEERING,20056,SDAH_BWN,SDAH,SEALDAH,BWN,BARDDHAMAN J,Rail fracture,4,8,2026-08-23 20:49:14.288111,,PENDING,0.3382
372,TRACTION_DISTRIBUTION,5690,TRO_KWN,TRO,TIRORA,KWN,KACHEWANI,OHE wire wear/breakage,1,1,2026-08-30 11:01:14.288111,,PENDING,0.3382
373,ENGINEERING,11851,BWN_PAN,BWN,BARDDHAMAN J,PAN,PANA GARH,Rail fracture,4,3,2026-08-29 01:47:14.288111,,PENDING,0.4346
374,SIGNAL_TELECOM,24409,JNU_BTP,JNU,JAUNPUR JN.,BTP,BABATPUR,Interlocking fault,3,6,2026-08-26 06:27:14.288111,,PENDING,0.1308
375,ENGINEERING,12985,MBS_GYN,MBS,MADHOSINGH,GYN,GYANPUR ROAD,Weld defect,2,3,2026-08-28 19:45:14.288111,,PENDING,0.2616
376,TRACTION_DISTRIBUTION,16813,ILA_TVN,ILA,SILAIMAN,TVN,TIRUPPUVANAM,Pantograph interaction issue,4,7,2026-08-25 00:50:14.288111,,PENDING,0.2616
377,TRACTION_DISTRIBUTION,19141,LJN_MKG,LJN,LUCKNOW JN.,MKG,MANAK NAGAR,Traction substation fault,4,0,2026-09-01 07:12:14.288111,,PENDING,0.3382
378,SIGNAL_TELECOM,17769,IDH_AF,IDH,IDGAH,AF,AGRA  FORT,Track circuit failure,4,1,2026-08-31 01:24:14.288111,,PENDING,0.4981
379,SIGNAL_TELECOM,22140,AYRN_CKRD,AYRN,AKSHAYWAT RA,CKRD,CHAKMAKRAND,Track circuit failure,3,1,2026-08-31 03:23:14.288111,,PENDING,0.3673
380,SIGNAL_TELECOM,5687,KCN_BEP,KCN,KARCHANA,BEP,BHEERPUR,Signal aspect failure,3,6,2026-08-25 10:42:14.288111,,PENDING,0.3038
381,ENGINEERING,10783,SEQ_BNN,SEQ,SEKHA,BNN,BARNALA,Track geometry deviation (twist/alignment),1,1,2026-08-30 20:01:14.288111,,PENDING,0.3038
382,SIGNAL_TELECOM,4281,ALPR_KRNT,ALPR,ALAM PUR ROA,KRNT,KURNOOL TOWN,Track circuit failure,5,11,2026-08-20 09:42:14.288111,,PENDING,0.2616
383,SIGNAL_TELECOM,17712,PUS_BRMO,PUS,PHUSRO,BRMO,BERMO,Interlocking fault,5,16,2026-08-16 03:35:14.288111,,PENDING,0.1308
384,ENGINEERING,4773,KIUL_RMPR,KIUL,KIUL JN.,RMPR,RAMPUR  HALT,Ballast degradation,5,0,2026-08-31 10:18:14.288111,,PENDING,0.3925
385,TRACTION_DISTRIBUTION,20035,MDLA_IRA,MDLA,MUDLANA,IRA,ISRANA HALT,Mast/structure damage,4,0,2026-08-31 19:05:14.288111,,PENDING,0.1308
386,SIGNAL_TELECOM,8891,KQU_BLAE,KQU,KAMARKUNDU J,BLAE,BALARAMBATI,Interlocking fault,1,2,2026-08-30 00:54:14.288111,,PENDING,0.6656
387,SIGNAL_TELECOM,8916,AST_PWL,AST,ASAOTI,PWL,PALWAL,Signal aspect failure,4,31,2026-08-01 02:59:14.288111,,PENDING,0.5998
388,SIGNAL_TELECOM,232,KGQ_KMQ,KGQ,KASARAGOD,KMQ,KUMBLA,Interlocking fault,3,14,2026-08-18 05:58:14.288111,,PENDING,0.4147
389,ENGINEERING,5776,BPKA_BHTL,BPKA,BHOPALKA,BHTL,BHATEL,Rail wear (flange/gauge),3,14,2026-08-17 20:50:14.288111,,PENDING,0.2074
390,TRACTION_DISTRIBUTION,20133,MKA_BGS,MKA,MOKAMA JN.,BGS,BEGU SARAI,Pantograph interaction issue,2,2,2026-08-29 11:58:14.288111,,PENDING,0.1308
391,TRACTION_DISTRIBUTION,2466,MTNL_MKY,MTNL,MUTTARASANAL,MKY,MEKKUDI HALT,Pantograph interaction issue,3,3,2026-08-28 13:06:14.288111,,PENDING,0.2616
392,TRACTION_DISTRIBUTION,13744,HMZ_KOG,HMZ,HINDMOTOR,KOG,KONNAGAR,Insulator flashover/damage,4,3,2026-08-28 08:42:14.288111,,PENDING,0.8939
393,ENGINEERING,8140,DRTP_DRH,DRTP,DASHARATHPUR,DRH,DHARHARA,Weld defect,4,11,2026-08-21 02:17:14.288111,,PENDING,0.4841
394,ENGINEERING,8018,BSL_MMR,BSL,BHUSAVAL JN.,MMR,MANMAD JN.,Ballast degradation,4,7,2026-08-24 19:13:14.288111,,PENDING,0.7054
395,ENGINEERING,15079,KIG_DTE,KIG,KOLAGHAT,DTE,DEULTI,Track geometry deviation (twist/alignment),3,6,2026-08-25 15:33:14.288111,,PENDING,0.7306
396,TRACTION_DISTRIBUTION,1799,CLO_NOK,CLO,CHILO,NOK,NOKHA,Mast/structure damage,4,3,2026-08-28 19:22:14.288111,,PENDING,0.2074
397,TRACTION_DISTRIBUTION,10695,JKR_MTY,JKR,JAULKHERA,MTY,MULTAI,Traction substation fault,3,36,2026-07-27 00:32:14.288111,,PENDING,0.2074
398,SIGNAL_TELECOM,27403,MMS_SUDV,MMS,MANDASA ROAD,SUDV,SUMMA DEVI,Level crossing gate fault,4,3,2026-08-28 08:00:14.288111,,PENDING,0.3038
399,TRACTION_DISTRIBUTION,4845,DXG_AN,DXG,DHARANGAON,AN,AMALNER,Feeder/circuit breaker fault,1,27,2026-08-04 11:46:14.288111,,PENDING,0.2616
400,SIGNAL_TELECOM,1850,OML_SMDT,OML,OMALUR,SMDT,SEMMANDAPATT,Cable/communication fault,4,5,2026-08-26 21:04:14.288111,,PENDING,0.2074
401,SIGNAL_TELECOM,1968,JDR_MCO,JDR,JIWDHARA,MCO,MOTIHARI COU,Level crossing gate fault,1,8,2026-08-24 06:10:14.288111,,PENDING,0.3382
402,SIGNAL_TELECOM,18088,HLX_BHZ,HLX,HILARA,BHZ,BIHARA,Cable/communication fault,3,32,2026-07-30 07:27:14.288111,,PENDING,0.1308
403,SIGNAL_TELECOM,22358,AIT_PRN,AIT,AIT JN,PRN,PARAUNA,Track circuit failure,3,7,2026-08-24 20:08:14.288111,,PENDING,0.2074
404,ENGINEERING,12891,BSWD_JIR,BSWD,BHENSWADI,JIR,JIRA ROAD,Rail wear (flange/gauge),5,9,2026-08-23 01:16:14.288111,,PENDING,0.2074
405,ENGINEERING,10632,KHS_SKT,KHS,KHARSIA,SKT,SAKTI,Formation/subgrade issue,1,0,2026-08-31 22:38:14.288111,,PENDING,0.3673
406,TRACTION_DISTRIBUTION,8614,LBI_SWJ,LBI,LILABARI,SWJ,SIAJULI,Traction substation fault,3,14,2026-08-17 08:34:14.288111,,PENDING,0.3038
407,SIGNAL_TELECOM,22597,SHNX_BOBS,SHNX,SHEOSINGHPUR,BOBS,BOBAS,Signal aspect failure,3,50,2026-07-12 21:22:14.288111,,PENDING,0.1308
408,SIGNAL_TELECOM,20591,RDUM_HTZ,RDUM,RAMPUR DUMRA,HTZ,HATHIDAH JN,Signal aspect failure,3,1,2026-08-30 10:10:14.288111,,PENDING,0.4526
409,ENGINEERING,14,DSA_VVB,DSA,DELHI-SHAHDA,VVB,VIVEK VIHAR,Rail wear (flange/gauge),5,2,2026-08-29 10:54:14.288111,,PENDING,0.6419
410,ENGINEERING,23015,HX_YA,HX,CUDDAPAH,YA,YERRA GUNTLA,Ballast degradation,3,7,2026-08-25 02:47:14.288111,,PENDING,0.5455
411,ENGINEERING,17941,PNE_KPLE,PNE,PRANTIK,KPLE,KOPAI,Weld defect,4,21,2026-08-10 22:51:14.288111,,PENDING,0.4526
412,SIGNAL_TELECOM,9280,VGA_EKM,VGA,VEPAGUNTA,EKM,EKAMBARAKUPP,Track circuit failure,3,11,2026-08-20 12:51:14.288111,,PENDING,0.2616
413,SIGNAL_TELECOM,18350,SXC_BHKA,SXC,SONDALIA,BHKA,BAHIRA KALIB,Interlocking fault,3,38,2026-07-25 04:22:14.288111,,PENDING,0.5918
414,SIGNAL_TELECOM,19441,NAT_AKN,NAT,NATHNAGAR,AKN,AKBARNAGAR,Point machine malfunction,3,12,2026-08-19 18:06:14.288111,,PENDING,0.2616
415,SIGNAL_TELECOM,3442,LBO_SKSO,LBO,LATABOR,SKSO,SIKOSA,Cable/communication fault,2,11,2026-08-21 04:20:14.288111,,PENDING,0.3038
416,TRACTION_DISTRIBUTION,517,BNC_BNCE,BNC,BANGALORE CA,BNCE,BANGALORE EA,Insulator flashover/damage,1,40,2026-07-22 08:07:14.288111,,PENDING,0.5111
417,SIGNAL_TELECOM,3521,SPJ_BJU,SPJ,SAMASTIPUR J,BJU,BARAUNI JN.,Cable/communication fault,3,17,2026-08-14 23:12:14.288111,,PENDING,0.6481
418,ENGINEERING,14873,MPF_JRQ,MPF,MUIRPUR ROAD,JRQ,JHAROKHAS,Fastening/clip failure,2,28,2026-08-03 18:28:14.288111,,PENDING,0.2074
419,TRACTION_DISTRIBUTION,26116,JRC_KUPR,JRC,JALANDHAR CA,KUPR,KHURDPUR,Mast/structure damage,3,3,2026-08-28 14:30:14.288111,,PENDING,0.1308
420,ENGINEERING,4972,MTH_KBR,MTH,MATAUNDH,KBR,KABRAI,Track geometry deviation (twist/alignment),4,45,2026-07-17 14:12:14.288111,,PENDING,0.2074
421,ENGINEERING,7246,HNU_SGZ,HNU,HANSPURA,SGZ,SHAMGARH,Rail wear (flange/gauge),2,18,2026-08-13 23:06:14.288111,,PENDING,0.2074
422,ENGINEERING,19006,FDB_NZM,FDB,FARIDABAD,NZM,HAZRAT NIZAMUDDIN JN,Weld defect,5,56,2026-07-07 04:17:14.288111,,PENDING,0.6355
423,ENGINEERING,24014,RJN_DURG,RJN,RAJNANDGAON,DURG,DURG,Rail fracture,1,12,2026-08-19 09:19:14.288111,,PENDING,0.6289
424,SIGNAL_TELECOM,19810,PTA_KLI,PTA,PATIALA,KLI,KAULI,Signal aspect failure,2,28,2026-08-03 10:00:14.288111,,PENDING,0.1308
425,SIGNAL_TELECOM,27068,KKP_WDJ,KKP,KOT KAPURA J,WDJ,WANDER JATAN,Cable/communication fault,4,3,2026-08-28 22:10:14.288111,,PENDING,0.3382
426,TRACTION_DISTRIBUTION,26036,KER_CKYD,KER,KIRIHARAPUR,CKYD,CHAKRA ROAD,Feeder/circuit breaker fault,4,17,2026-08-14 23:18:14.288111,,PENDING,0.2616
427,ENGINEERING,26489,UMB_SRE,UMB,AMBALA CANTT JN,SRE,SAHARANPUR J,Formation/subgrade issue,1,0,2026-09-01 04:10:14.288111,,PENDING,0.5746
428,SIGNAL_TELECOM,19172,PV_STM,PV,PALLAVARAM,STM,ST. THOMAS M,Point machine malfunction,3,16,2026-08-16 05:57:14.288111,,PENDING,0.6289
429,TRACTION_DISTRIBUTION,11021,KIR_KNE,KIR,KATIHAR JN.,KNE,KISHANGANJ,Feeder/circuit breaker fault,5,14,2026-08-17 18:44:14.288111,,PENDING,0.4526
430,TRACTION_DISTRIBUTION,9025,PP_PRSP,PP,PURANPUR,PRSP,PRASADPUR (H,OHE wire wear/breakage,1,5,2026-08-26 14:54:14.288111,,PENDING,0.3038
431,ENGINEERING,1956,DDJ_BARN,DDJ,DUM DUM JN.,BARN,BARANAGAR RO,Track geometry deviation (twist/alignment),4,13,2026-08-18 18:18:14.288111,,PENDING,0.5998
432,TRACTION_DISTRIBUTION,16622,TNA_CSMT,TNA,THANE,CSMT,CST-MUMBAI,Insulator flashover/damage,3,21,2026-08-10 21:01:14.288111,,PENDING,0.2074
433,ENGINEERING,5723,CHA_KNN,CHA,CHAWAPAIL,KNN,KHANNA,Weld defect,4,4,2026-08-27 09:52:14.288111,,PENDING,0.3038
434,SIGNAL_TELECOM,7797,BCK_KGP,BCK,BALICHAK,KGP,KHARAGPUR,Level crossing gate fault,4,9,2026-08-22 12:35:14.288111,,PENDING,0.3382
435,SIGNAL_TELECOM,22315,GVN_KVR,GVN,GODAVRI,KVR,KOVVUR,Interlocking fault,4,12,2026-08-20 01:27:14.288111,,PENDING,0.4147
436,ENGINEERING,27012,NDV_DBS,NDV,NIDVANDA,DBS,DOBBSPET,Weld defect,1,23,2026-08-09 02:29:14.288111,,PENDING,0.3673
437,ENGINEERING,13841,MKN_DNA,MKN,MAKRANA JN.,DNA,DEGANA JN.,Rail wear (flange/gauge),3,9,2026-08-22 13:44:14.288111,,PENDING,0.5455
438,TRACTION_DISTRIBUTION,27099,BRGA_BRPL,BRGA,BARGARH ROAD,BRPL,BARPALI,Mast/structure damage,1,33,2026-07-30 00:39:14.288111,,PENDING,0.4147
439,SIGNAL_TELECOM,8539,FD_DYD,FD,FAIZABAD JN.,DYD,DARYABAD,Interlocking fault,3,24,2026-08-07 22:19:14.288111,,PENDING,0.1308
440,TRACTION_DISTRIBUTION,5305,KRL_RIG,KRL,KOTARLIA,RIG,RAIGARH,Pantograph interaction issue,5,13,2026-08-18 15:55:14.288111,,PENDING,0.3038
441,ENGINEERING,23030,LCT_NLN,LCT,LANGCHOLIET,NLN,NAILALUNG,Weld defect,2,7,2026-08-24 21:52:14.288111,,PENDING,0.1308
442,ENGINEERING,3610,DQG_NMX,DQG,DHUPGURI,NMX,NEW MAYNAGUR,Ballast degradation,4,22,2026-08-09 23:23:14.288111,,PENDING,0.2616
443,TRACTION_DISTRIBUTION,13719,BMF_PAU,BMF,BASMAT,PAU,PURNA  JN.,Feeder/circuit breaker fault,3,25,2026-08-06 13:29:14.288111,,PENDING,0.4147
444,ENGINEERING,10316,CNGR_MVLK,CNGR,CHENGANNUR,MVLK,MAVELIKARA,Track geometry deviation (twist/alignment),1,2,2026-08-29 12:32:14.288111,,PENDING,0.6221
445,ENGINEERING,23749,NGW_RTM,NGW,NAUGANWAN,RTM,RATLAM JN,Track geometry deviation (twist/alignment),3,15,2026-08-16 13:09:14.288111,,PENDING,0.3038
446,TRACTION_DISTRIBUTION,15516,VRLR_ERL,VRLR,VIRANI ALUR,ERL,ERANIEL,Feeder/circuit breaker fault,2,4,2026-08-28 06:29:14.288111,,PENDING,0.3382
447,SIGNAL_TELECOM,16459,MBE_BLAE,MBE,MIRZAPUR BAN,BLAE,BALARAMBATI,Interlocking fault,3,3,2026-08-29 07:13:14.288111,,PENDING,0.6541
448,SIGNAL_TELECOM,23547,PES_AUBR,PES,PHESAR,AUBR,ANUGRAH NARA,Interlocking fault,3,11,2026-08-21 02:31:14.288111,,PENDING,0.3925
449,ENGINEERING,17691,GGN_BWSN,GGN,GURGAON,BWSN,BIJWASAN,Fastening/clip failure,2,25,2026-08-06 09:41:14.288111,,PENDING,0.4841
450,TRACTION_DISTRIBUTION,25972,NZM_TKJ,NZM,HAZRAT NIZAMUDDIN JN,TKJ,TILAK BRIDGE,Pantograph interaction issue,2,9,2026-08-23 01:49:14.288111,,PENDING,0.6075
